source,target,weight
Axel Wismüller,Kerstin Bunte,1
Axel Wismüller,Barbara Hammer,1
Axel Wismüller,Michael Biehl,1
Michel Verleysen,Michael Aupetit,1
Michel Verleysen,John Lee,17
Michel Verleysen,Benoît Frénay,3
Michel Verleysen,Arnaud De Decker,1
Michel Verleysen,Damien Franc ¸ois,1
Michel Verleysen,Emil Eirola,1
Michel Verleysen,Patrick Bas,1
Michel Verleysen,Olli Simula,1
Michel Verleysen,Christian Jutten,1
Michel Verleysen,Gauthier Doquire,4
Michel Verleysen,Gaël De Lannoy,1
Michel Verleysen,Damien François,1
Michel Verleysen,Jérôme Paul,1
Michel Verleysen,Pierre Dupont,1
Michel Verleysen,Guillaume Bernard,1
Michel Verleysen,Frederico Coelho,1
Michel Verleysen,Antonio Padua Braga,1
Michel Verleysen,Francisco García-Fernández,1
Michel Verleysen,Ignacio Díaz,3
Michel Verleysen,Diego Peluffo,1
Michel Verleysen,Diego Peluffo-Ordóñez,2
Michel Verleysen,Abel Cuadrado,2
Michel Verleysen,Daniel Pérez,1
Michel Verleysen,Francisco García,1
Michel Verleysen,Juan Alvarado-Pérez,1
Michel Verleysen,Cyril De Bodt,10
Michel Verleysen,Dounia Mulders,6
Michel Verleysen,Daniel López-Sánchez,1
Michel Verleysen,Nicolas Lejeune,1
Michel Verleysen,André Mouraux,1
Michel Verleysen,Dimitri De Smet,1
Michel Verleysen,Marc Francaux,1
Michel Verleysen,Laurent Baijot,1
Michel Verleysen,Francesco Crecchi,1
Michel Verleysen,Davide Bacciu,1
Michel Verleysen,Pierre Lambert,5
Michel Verleysen,Edouard Couplet,3
Michel Verleysen,Ludovic Journaux,2
Michel Verleysen,Pierre Merveille,1
Michael Aupetit,John Lee,1
Michael Aupetit,Sylvain Lespinats,1
John Lee,Arnaud De Decker,1
John Lee,Damien Franc ¸ois,1
John Lee,Guillaume Bernard,1
John Lee,Francisco García-Fernández,1
John Lee,Ignacio Díaz,1
John Lee,Diego Peluffo,1
John Lee,Diego Peluffo-Ordóñez,2
John Lee,Juan Alvarado-Pérez,1
John Lee,Kerstin Bunte,1
John Lee,Dominik Sacha,1
John Lee,Michael Sedlmair,1
John Lee,Leishi Zhang,1
John Lee,Daniel Weiskopf,1
John Lee,Stephen North,1
John Lee,Daniel Keim,1
John Lee,Yasir Hamid,1
John Lee,Ludovic Journaux,3
John Lee,Lucile Sautot,1
John Lee,Bushra Nabi,1
John Lee,M Sugumaran,1
John Lee,Umair Javaid,1
John Lee,Cyril De Bodt,12
John Lee,Dounia Mulders,6
John Lee,Bruno Dumas,1
John Lee,Benoît Frénay,1
John Lee,Daniel López-Sánchez,1
John Lee,Nicolas Lejeune,1
John Lee,André Mouraux,1
John Lee,Thomas Beznik,1
John Lee,Paul Smyth,1
John Lee,Gael De Lannoy,1
John Lee,Francesco Crecchi,1
John Lee,Davide Bacciu,1
John Lee,Alyssa Vanginderdeuren,1
John Lee,Margerie Huet-Dastarac,2
John Lee,Ana Barragan-Montero,3
John Lee,Pierre Lambert,7
John Lee,Robin Tilman,1
John Lee,Edouard Couplet,5
John Lee,Chuxin Zhang,1
John Lee,Pierre Merveille,1
Joan Bruna,Stéphane Mallat,1
Stéphane Mallat,Laurent Sifre,1
Jesús Giraldo,Martha Cárdenas,1
Jesús Giraldo,Xavier Rovira,1
Jesús Giraldo,Caroline König,1
Jesús Giraldo,René Alquezar,1
Rafał Długosz,Marta Kolasa,1
Rafał Długosz,Witold Pedrycz,1
Marta Kolasa,Witold Pedrycz,4
Marta Kolasa,Rafa Lugosz,1
Marta Kolasa,Micha Szulc,1
Marta Kolasa,Pierre-André Farine,1
Marta Kolasa,Rafal Dlugosz,1
Marta Kolasa,Tomasz Talaska,1
Witold Pedrycz,Rafa Lugosz,1
Witold Pedrycz,Micha Szulc,1
Witold Pedrycz,Pierre-André Farine,2
Witold Pedrycz,Tomasz Talaśka,1
Witold Pedrycz,Rafal Dlugosz,1
Witold Pedrycz,Tomasz Talaska,1
Jean-Louis Gutzwiller,Hervé Frezza-Buet,1
Jean-Louis Gutzwiller,Olivier Pietquin,1
Hervé Frezza-Buet,Olivier Pietquin,1
Hervé Frezza-Buet,Denis Baheux,1
Hervé Frezza-Buet,Jérémy Fix,1
Olivier Pietquin,Lucie Daubigney,1
Thiago Turchetti,Antônio Pádua Braga,1
Antônio Pádua Braga,Euler Guimarães Horta,1
Bjoern Krollner,Bruce Vanstone,1
Bjoern Krollner,Gavin Finnie,1
Bruce Vanstone,Gavin Finnie,1
Sylvain Lespinats,Sorina Mustatea,1
Sylvain Lespinats,Michaël Aupetit,1
Sylvain Lespinats,Jaakko Peltonen,1
Sylvain Lespinats,Denys Dutykh,1
I Bertini,M De Felice,1
I Bertini,S Pizzuti,1
M De Felice,S Pizzuti,1
Benoît Frénay,Gauthier Doquire,2
Benoît Frénay,Ata Kabán,1
Benoît Frénay,Samuel Branders,1
Benoît Frénay,Pierre Dupont,1
Benoît Frénay,Adrien Bibal,3
Benoît Frénay,Bruno Dumas,3
Benoît Frénay,Rebecca Marion,1
Benoît Frénay,Viet Vu,1
Benoît Frénay,Minh Vu,1
Benoît Frénay,Géraldin Nanfack,2
Benoît Frénay,Valentin Delchevalerie,3
Benoît Frénay,Pierre Poitier,2
Benoît Frénay,Jérôme Fink,3
Benoît Frénay,Mathieu De Coster,1
Benoît Frénay,Joni Dambre,1
Benoît Frénay,Armielle Ngaffo,1
Benoît Frénay,Julien Albert,1
Benoît Frénay,Gilles Perrouin,2
Benoît Frénay,Tassadit Bouadi,1
Benoît Frénay,Luis Galárraga,1
Benoît Frénay,Pierre Geurts,1
Benoît Frénay,Barbara Hammer,1
Benoît Frénay,Alexandre Mayer,1
Benoît Frénay,Abiola Chokki,1
Benoît Frénay,Noémie Draguet,1
Benoît Frénay,Ariel Basso Madjoukeng,1
Benoît Frénay,Edith Kenmogne,1
Benoît Frénay,Robin Ghyselinck,1
Kai Labusch,Thomas Martinetz,1
Thomas Martinetz,Barbara Hammer,1
Thomas Martinetz,Haibo He,1
Thomas Martinetz,Dominik Mairhöfer,2
Thomas Martinetz,Manuel Laufer,2
Thomas Martinetz,Lennart Berkel,1
Thomas Martinetz,Arpad Bischof,1
Thomas Martinetz,Erhardt Barth,2
Thomas Martinetz,Jörg Barkhausen,1
Thomas Martinetz,Hans-Oliver Hansen,1
Thomas Martinetz,Marius Jahrens,1
Thomas Martinetz,Felicitas Brokmann,1
Lars Große,Franz Joos,1
Andreas Backhaus,Asuka Kuwabara,1
Andreas Backhaus,Andrew Fleming,1
Andreas Backhaus,Udo Seiffert,4
Andreas Backhaus,Jan Lachmair,1
Andreas Backhaus,Ulrich Rückert,1
Andreas Backhaus,Praveen Ashok,1
Andreas Backhaus,Bavishna Praveen,1
Andreas Backhaus,Kishan Dholakia,1
Andreas Backhaus,Ashish Jadhav,1
Asuka Kuwabara,Andrew Fleming,1
Asuka Kuwabara,Udo Seiffert,1
Andrew Fleming,Udo Seiffert,1
Udo Seiffert,Jan Lachmair,1
Udo Seiffert,Ulrich Rückert,1
Udo Seiffert,Praveen Ashok,1
Udo Seiffert,Bavishna Praveen,1
Udo Seiffert,Kishan Dholakia,1
Udo Seiffert,Valerie Vaquet,3
Udo Seiffert,Patrick Menz,3
Udo Seiffert,Barbara Hammer,3
Udo Seiffert,Fabian Hinder,1
Udo Seiffert,Johannes Brinkrolf,1
Udo Seiffert,Ashish Jadhav,1
Soufiane El,Abdelouahid Lyhyaoui,1
Soufiane El,Aníbal Figueiras Vidal,1
Abdelouahid Lyhyaoui,Aníbal Figueiras Vidal,1
Ioana Sporea,Andre Gruning,1
Thomas Burwick,Martin Mundt,1
Thomas Burwick,Sebastian Blaes,1
Thomas Burwick,Luke Ewig,1
Thomas Burwick,Markus Ernst,1
Thomas Burwick,Jochen Triesch,1
D Bauer,J Sjöberg,1
P Lorrentz,W Howells,1
P Lorrentz,K Mcdonald-Maier,1
W Howells,K Mcdonald-Maier,1
Barbara Hammer,Kerstin Bunte,2
Barbara Hammer,Michael Biehl,4
Barbara Hammer,Andrej Gisbrecht,7
Barbara Hammer,Bassam Mokbel,5
Barbara Hammer,Xibin Zhu,2
Barbara Hammer,Dusan Sovilj,1
Barbara Hammer,Wouter Lueks,2
Barbara Hammer,Daniela Hofmann,1
Barbara Hammer,Lydia Fischer,2
Barbara Hammer,Alexander Schulz,8
Barbara Hammer,Haibo He,1
Barbara Hammer,Benjamin Paassen,3
Barbara Hammer,Patrick Blöbaum,1
Barbara Hammer,Christina Göpfert,2
Barbara Hammer,Alexander Gepperth,2
Barbara Hammer,Viktor Losing,1
Barbara Hammer,Benjamin Paaßen,1
Barbara Hammer,Janne Hahne,1
Barbara Hammer,Lukas Pfannschmidt,2
Barbara Hammer,Johannes Brinkrolf,5
Barbara Hammer,Kolja Berger,1
Barbara Hammer,Babak Hosseini,2
Barbara Hammer,Jonathan Jakob,1
Barbara Hammer,Peter Tino,1
Barbara Hammer,Albert Bifet,1
Barbara Hammer,Frank-M Schleif,1
Barbara Hammer,André Artelt,4
Barbara Hammer,Jan Göpfert,1
Barbara Hammer,Luca Hermes,2
Barbara Hammer,Malte Schilling,1
Barbara Hammer,Chris Bronk,1
Barbara Hammer,Peggy Lindner,1
Barbara Hammer,Dan Wallach,1
Barbara Hammer,Valerie Vaquet,11
Barbara Hammer,Patrick Menz,3
Barbara Hammer,Fabian Hinder,10
Barbara Hammer,Andreas Mazur,2
Barbara Hammer,Roel Visser,2
Barbara Hammer,Philip Kenneweg,2
Barbara Hammer,Sarah Schröder,2
Barbara Hammer,Fabian Fumagalli,2
Barbara Hammer,Maximilian Muschalik,2
Barbara Hammer,Eyke Hüllermeier,2
Barbara Hammer,Markus Vieth,1
Barbara Hammer,Nils Grimmelsmann,1
Barbara Hammer,Axel Schneider,1
Barbara Hammer,Aleksei Liuliakov,1
Barbara Hammer,Isaac Roberts,2
Barbara Hammer,David Leins,1
Barbara Hammer,Mirko Polato,1
Barbara Hammer,Jonas Vaquet,2
Barbara Hammer,Kleanthis Malialis,1
Barbara Hammer,Christos Panayiotou,1
Barbara Hammer,Marios Polycarpou,1
Barbara Hammer,Tassadit Bouadi,1
Barbara Hammer,Luis Galárraga,1
Barbara Hammer,Pierre Geurts,1
Barbara Hammer,Gilles Perrouin,1
Barbara Hammer,Michiel Straat,1
Barbara Hammer,Thorben Markmann,1
Barbara Hammer,Tristan Kenneweg,1
Barbara Hammer,Andrea Cossu,1
Barbara Hammer,Davide Bacciu,1
Barbara Hammer,Alessio Bernardo,1
Barbara Hammer,Emanuele Valle,1
Barbara Hammer,Federico Giannini,1
Barbara Hammer,Giacomo Ziffer,1
Kerstin Bunte,Michael Biehl,5
Kerstin Bunte,Ace Ach,1
Kerstin Bunte,Ach Ach,4
Kerstin Bunte,Achach Ach,1
Kerstin Bunte,Marc Strickert,1
Kerstin Bunte,Sreejita Ghosh,1
Kerstin Bunte,Elizabeth Baranowski,1
Kerstin Bunte,Rick Van Veen,1
Kerstin Bunte,Gert-Jan De Vries,1
Kerstin Bunte,Wiebke Arlt,1
Kerstin Bunte,Peter Tino,3
Kerstin Bunte,Guiseppe Longo,1
Kerstin Bunte,Jelle Bakker,1
Kerstin Bunte,Abolfazl Taghribi,1
Kerstin Bunte,Michele Mastropietro,1
Kerstin Bunte,Sven De Rijcke,1
Kerstin Bunte,Gerrit Luimstra,2
Kerstin Bunte,Mariya Shumska,1
Kerstin Bunte,Felipe Contreras,2
Kerstin Bunte,Reynier Peletier,2
Michael Biehl,John Quinn,2
Michael Biehl,Joris Mooij,1
Michael Biehl,Tom Heskes,1
Michael Biehl,Petra Schneider,1
Michael Biehl,Ernest Mwebaze,2
Michael Biehl,Bassam Mokbel,1
Michael Biehl,Wouter Lueks,1
Michael Biehl,Andrej Gisbrecht,1
Michael Biehl,Herbert Kruitbosch,1
Michael Biehl,Ioannis Giotis,1
Michael Biehl,Gjalt Bearda,1
Michael Biehl,Sreejita Ghosh,1
Michael Biehl,Elizabeth Baranowski,1
Michael Biehl,Rick Van Veen,1
Michael Biehl,Gert-Jan De Vries,1
Michael Biehl,Wiebke Arlt,1
Michael Biehl,Peter Tino,3
Michael Biehl,Aleke Nolte,1
Michael Biehl,Lingyu Wang,1
Michael Biehl,Guiseppe Longo,1
Michael Biehl,Lukas Pfannschmidt,1
Michael Biehl,Jonathan Jakob,1
Michael Biehl,Michiel Straat,2
Michael Biehl,Sofie Lövdal,1
Michael Biehl,Frederieke Richert,3
Michael Biehl,Elisa Oostwal,1
Michael Biehl,Otavio Citton,2
Michael Biehl,Roland Veen,1
Michael Biehl,Christodoulos Hadjichristodoulou,1
Michael Biehl,Elina Van Den Brandhof,1
Michael Biehl,Jan Elting,1
Michael Biehl,Inge Tuitert,1
Michael Biehl,Jelle Dalenberg,1
Michael Biehl,A Madelein Van Der Stouwe,1
Michael Biehl,Marina Tijssen,1
Andrej Gisbrecht,Bassam Mokbel,3
Andrej Gisbrecht,Dusan Sovilj,1
Andrej Gisbrecht,Wouter Lueks,2
Andrej Gisbrecht,Alexander Schulz,1
Andrej Gisbrecht,Peter Tino,1
Andre Lemme,R Reinhart,1
Andre Lemme,Ananda Freire,1
Andre Lemme,Av N -Bloco,1
Andre Lemme,Fortaleza -Brazil,1
Andre Lemme,Klaus Neumann,1
Andre Lemme,Felix Reinhart,1
R Reinhart,Christian Emmerich,1
Davide Anguita,Alessandro Ghio,11
Davide Anguita,Sandro Ridella,15
Davide Anguita,Luca Oneto,27
Davide Anguita,Luca Ghelardoni,1
Davide Anguita,Jorge Reyes-Ortiz,2
Davide Anguita,Xavier Parra,2
Davide Anguita,Joan Cabestany,1
Davide Anguita,Andreu Català,1
Davide Anguita,Mehrnoosh Vahdat,2
Davide Anguita,Mathias Funk,2
Davide Anguita,Matthias Rauterberg,2
Davide Anguita,Bernardo Pilarz,1
Davide Anguita,Nicolò Navarin,4
Davide Anguita,Michele Donini,3
Davide Anguita,Fabio Aiolli,2
Davide Anguita,Ilenia Orlandi,1
Davide Anguita,Anna Siri,1
Davide Anguita,Gianvittorio Luria,1
Davide Anguita,Gianluca Boleto,1
Davide Anguita,Matteo Cardellini,1
Davide Anguita,Marco Maratea,1
Davide Anguita,Mauro Vallati,1
Davide Anguita,Renzo Canepa,2
Davide Anguita,Simone Minisi,1
Davide Anguita,Andrea Garrone,1
Davide Anguita,Carlo Dambra,1
Davide Anguita,Danilo Franco,1
Davide Anguita,Luca Pasa,1
Davide Anguita,Davide Bacciu,1
Davide Anguita,Andrea Coraddu,1
Alessandro Ghio,Sandro Ridella,6
Alessandro Ghio,Luca Oneto,10
Alessandro Ghio,Luca Ghelardoni,1
Alessandro Ghio,Jorge Reyes-Ortiz,2
Alessandro Ghio,Xavier Parra,2
Alessandro Ghio,Joan Cabestany,1
Alessandro Ghio,Andreu Català,1
Alessandro Ghio,Mehrnoosh Vahdat,2
Alessandro Ghio,Mathias Funk,2
Alessandro Ghio,Matthias Rauterberg,2
Alessandro Ghio,Bernardo Pilarz,1
Sandro Ridella,Luca Oneto,14
Sandro Ridella,Luca Ghelardoni,1
Sandro Ridella,Andrea Coraddu,1
Volker Willert,Julian Eggert,4
Volker Willert,Thomas Guthier,3
Volker Willert,Steve Gerges,1
Julian Eggert,Chen Zhang,1
Julian Eggert,Thomas Guthier,3
Julian Eggert,Steve Gerges,1
Mauro Mazzieri,Sara Topi,1
Mauro Mazzieri,Aldo Dragoni,1
Mauro Mazzieri,Germano Vallesi,1
Sara Topi,Aldo Dragoni,1
Sara Topi,Germano Vallesi,1
Aldo Dragoni,Germano Vallesi,1
M Strickert,Axel Soto Bc,1
M Strickert,Gustavo Vazquez,1
M Strickert,M Kästner,1
Axel Soto Bc,Gustavo Vazquez,1
Emilio Soria,Mónica Climente,1
Emilio Soria,Amparo Soldevila,1
Emilio Soria,Antonio Serrano,1
Mónica Climente,Amparo Soldevila,1
Mónica Climente,Antonio Serrano,1
Amparo Soldevila,Antonio Serrano,1
Dieter Devlaminck,Willem Waegeman,1
Dieter Devlaminck,Bruno Bauwens,1
Dieter Devlaminck,Bart Wyns,1
Dieter Devlaminck,Georges Otte,1
Dieter Devlaminck,Luc Boullart,1
Dieter Devlaminck,Patrick Santens,1
Willem Waegeman,Bruno Bauwens,1
Willem Waegeman,Bart Wyns,1
Willem Waegeman,Georges Otte,1
Willem Waegeman,Luc Boullart,1
Willem Waegeman,Patrick Santens,1
Bruno Bauwens,Bart Wyns,1
Bruno Bauwens,Georges Otte,1
Bruno Bauwens,Luc Boullart,1
Bruno Bauwens,Patrick Santens,1
Bart Wyns,Georges Otte,1
Bart Wyns,Luc Boullart,1
Bart Wyns,Patrick Santens,1
Georges Otte,Luc Boullart,1
Georges Otte,Patrick Santens,1
Luc Boullart,Patrick Santens,1
A Denecke,I Clemente,1
A Denecke,H Wersing,1
A Denecke,J Eggert,1
A Denecke,J Steil,1
I Clemente,H Wersing,1
I Clemente,J Eggert,1
I Clemente,J Steil,1
H Wersing,J Eggert,1
H Wersing,J Steil,1
J Eggert,J Steil,1
J Steil,Milad Malekzadeh,1
J Steil,J Queißer,1
Ángel Campo,José Santos,1
R Luque,E Domínguez,2
R Luque,E Palomo,2
R Luque,J Muñoz,2
E Domínguez,E Palomo,2
E Domínguez,J Muñoz,2
E Palomo,J Muñoz,2
Timo Pröscholdt,Michel Crucianu,1
Sascha Lange,Martin Riedmiller,1
Sascha Lange,Wolfgang Groß,1
Sascha Lange,Joschka Bödecker,1
Sascha Lange,Manuel Blum,1
Sascha Lange,Sebastian Hoch,1
Sascha Lange,Janis Keuper,1
Martin Riedmiller,Manuel Blum,1
Martin Riedmiller,Jan Wülfing,1
Martin Riedmiller,Sreedhar Kumar,1
Martin Riedmiller,Joschka Boedecker,1
Martin Riedmiller,Ulrich Egert,1
Yuan Lan,Yeng Soh,1
Yuan Lan,Guang-Bin Huang,1
Yeng Soh,Guang-Bin Huang,1
Arnaud De Decker,Damien Franc ¸ois,1
Haytham Elghazel,Khalid Benabdeslemi,1
Haytham Elghazel,Fatma Hamdi,1
Khalid Benabdeslemi,Fatma Hamdi,1
Emil Eirola,Patrick Bas,1
Emil Eirola,Olli Simula,1
Emil Eirola,Christian Jutten,1
Emil Eirola,Anton Akusok,1
Emil Eirola,Andrey Gritsenko,1
Emil Eirola,Jan-Magnus Janssonin Aukio 1 -Finland,1
Patrick Bas,Olli Simula,1
Patrick Bas,Christian Jutten,1
Olli Simula,Christian Jutten,1
Christian Jutten,Alexandre Barachant,1
Christian Jutten,Stéphane Bonnet,1
Christian Jutten,Marco Congedo,3
Christian Jutten,Mohammad Niknazar,1
Christian Jutten,Bertrand Rivet,1
Christian Jutten,Sandra Rousseau,1
Christian Jutten,Samaneh Nasiri,1
Christian Jutten,Ghosheh Bolagh,1
Christian Jutten,Mohammad Shamsollahi,1
Bassam Mokbel,Wouter Lueks,2
Bassam Mokbel,Benjamin Paassen,2
Christian Mayr,Johannes Partzsch,1
Christian Mayr,Rene Schüffny,1
Christian Mayr,Cabrel Fokam,1
Christian Mayr,Khaleelulla Khan,1
Christian Mayr,Anand Subramoney,1
Christian Mayr,David Kappel,1
Johannes Partzsch,Rene Schüffny,1
Lahouari Ghouti,Saeed Al-Bukhitan,1
Lahouari Ghouti,Abdullah Owaidh,1
Lahouari Ghouti,Anas Albaghajati,1
E Mwebaze,P Schneider,1
E Mwebaze,F.-M Schleif,1
E Mwebaze,S Haase,1
E Mwebaze,M Biehl,1
P Schneider,F.-M Schleif,1
P Schneider,S Haase,1
P Schneider,M Biehl,2
P Schneider,D Smith,1
P Schneider,H Stiekema,1
P Schneider,A Taylor,1
P Schneider,B Hughes,1
P Schneider,C Shackleton,1
P Schneider,P Stewart,1
P Schneider,W Arlt,1
F.-M Schleif,S Haase,1
F.-M Schleif,M Biehl,1
S Haase,M Biehl,1
M Biehl,M Kästner,1
M Biehl,B Hammer,1
M Biehl,D Smith,1
M Biehl,H Stiekema,1
M Biehl,A Taylor,1
M Biehl,B Hughes,1
M Biehl,C Shackleton,1
M Biehl,P Stewart,1
M Biehl,W Arlt,1
M Biehl,M Lange,1
M Biehl,G Bhanot,1
M Biehl,D Zühlke,1
M Biehl,N Caticha,1
M Biehl,M Opper,1
M Biehl,M Kaden,1
M Biehl,A Engelsberger,1
M Biehl,R Schubert,1
M Biehl,S Lövdal,1
M Biehl,E Van Den Brandhof,1
John Butcher,David Verstraeten,1
John Butcher,Charles Day,1
John Butcher,Peter Haycock,1
David Verstraeten,Charles Day,1
David Verstraeten,Peter Haycock,1
Charles Day,Peter Haycock,1
Alex Krizhevsky,Georey Hinton,1
T Geweniger,M Kästner,1
T Geweniger,M Kaden,1
T Geweniger,R Schubert,1
T Geweniger,W Hermann,1
M Kästner,B Hammer,1
M Kästner,W Hermann,1
M Kästner,M Riedel,1
M Kästner,F Rossi,1
M Kästner,A Backhaus,1
M Kästner,U Seiert,1
Y Soullard,T Artières,1
T Artières,L Pipanmaekaporn,1
T Artières,L Tajtelbom,1
T Artières,V Guigue,1
Miyoung Sim,Daeeun Kim,1
Angelos Armen,Ioannis Tsamardinos,1
Lazhar Labiod,Younès Bennani,1
Verónica Bolón-Canedo,Seth Sohan,1
Verónica Bolón-Canedo,Noelia Sánchez-Maroño,3
Verónica Bolón-Canedo,Amparo Alonso-Betanzos,10
Verónica Bolón-Canedo,José Príncipe,1
Verónica Bolón-Canedo,Joana Cerviño-Rabuñal,1
Verónica Bolón-Canedo,Michele Donini,1
Verónica Bolón-Canedo,Fabio Aiolli,1
Verónica Bolón-Canedo,Beatriz Remeseiro,5
Verónica Bolón-Canedo,Manuel Penedo,2
Verónica Bolón-Canedo,Alba Fernández,1
Verónica Bolón-Canedo,Marcos Ortega,1
Verónica Bolón-Canedo,Borja Seijo-Pardo,2
Verónica Bolón-Canedo,Aurélio Campilho,1
Verónica Bolón-Canedo,Konstantinos Sechidis,1
Verónica Bolón-Canedo,David Martinez-Rego,1
Verónica Bolón-Canedo,Kristin Bennett,1
Verónica Bolón-Canedo,Isabelle Guyon,1
Verónica Bolón-Canedo,Julie Josse,1
Verónica Bolón-Canedo,Mehreen Saeed,1
Verónica Bolón-Canedo,Laura Morán-Fernández,5
Verónica Bolón-Canedo,Roger Bagué-Masanés,1
Verónica Bolón-Canedo,Guillermo Castillo-García,2
Verónica Bolón-Canedo,Brais Cancela,1
Verónica Bolón-Canedo,Samuel Suárez-Marcote,1
Verónica Bolón-Canedo,Eva Blanco-Mallo,1
Seth Sohan,Noelia Sánchez-Maroño,1
Seth Sohan,Amparo Alonso-Betanzos,1
Seth Sohan,José Príncipe,1
Noelia Sánchez-Maroño,Amparo Alonso-Betanzos,2
Noelia Sánchez-Maroño,José Príncipe,1
Noelia Sánchez-Maroño,Joana Cerviño-Rabuñal,1
Noelia Sánchez-Maroño,Beatriz Pérez-Sánchez,1
Amparo Alonso-Betanzos,José Príncipe,1
Amparo Alonso-Betanzos,David Martinez-Rego,2
Amparo Alonso-Betanzos,Evan Kriminger,1
Amparo Alonso-Betanzos,Jose Principe,1
Amparo Alonso-Betanzos,Oscar Fontenla-Romero,3
Amparo Alonso-Betanzos,Iago Porto-Díaz,1
Amparo Alonso-Betanzos,David Martínez-Rego,2
Amparo Alonso-Betanzos,Beatriz Remeseiro,3
Amparo Alonso-Betanzos,Manuel Penedo,2
Amparo Alonso-Betanzos,Alba Fernández,1
Amparo Alonso-Betanzos,Marcos Ortega,1
Amparo Alonso-Betanzos,Borja Seijo-Pardo,2
Amparo Alonso-Betanzos,Diego Fernandez-Francos,1
Amparo Alonso-Betanzos,Aurélio Campilho,1
Amparo Alonso-Betanzos,Carlos Eiras-Franco,1
Amparo Alonso-Betanzos,Leslie Kanthan,1
Amparo Alonso-Betanzos,Konstantinos Sechidis,1
Amparo Alonso-Betanzos,Kristin Bennett,1
Amparo Alonso-Betanzos,Isabelle Guyon,1
Amparo Alonso-Betanzos,Julie Josse,1
Amparo Alonso-Betanzos,Mehreen Saeed,1
Amparo Alonso-Betanzos,Laura Morán-Fernández,2
Amparo Alonso-Betanzos,Brais Cancela,1
Amparo Alonso-Betanzos,Afonso Lourenço,1
Amparo Alonso-Betanzos,Carolina Ferraz,1
Amparo Alonso-Betanzos,Jorge Meira,1
Amparo Alonso-Betanzos,Goreti Marreiros,1
Amparo Alonso-Betanzos,Verónica Bolón,1
Amparo Alonso-Betanzos,Alejandro Esteban Martínez,1
Amparo Alonso-Betanzos,David Esteban Martínez,1
Amparo Alonso-Betanzos,Bertha Guijarro-Berdiñas,1
Amparo Alonso-Betanzos,Elena Hernández-Pereira,1
Amparo Alonso-Betanzos,Julio Hernández-Castro,1
Amparo Alonso-Betanzos,A Coruña -Spain,1
Atsushi Hashimoto,Haruo Hosoya,1
Diego Peteiro-Barral,Bertha Guijarro-Berdiñas,1
Diego Peteiro-Barral,Beatriz Pérez-Sánchez,1
Diego Peteiro-Barral,Óscar Fontenla-Romero,1
Bertha Guijarro-Berdiñas,Beatriz Pérez-Sánchez,5
Bertha Guijarro-Berdiñas,Óscar Fontenla-Romero,1
Bertha Guijarro-Berdiñas,Oscar Fontenla-Romero,4
Bertha Guijarro-Berdiñas,David Martínez-Rego,1
Bertha Guijarro-Berdiñas,Diego Rego-Fernández,2
Bertha Guijarro-Berdiñas,Marcelo Gómez-Casal,1
Bertha Guijarro-Berdiñas,Elena Hernández-Pereira,2
Bertha Guijarro-Berdiñas,Alejandro Esteban Martínez,1
Bertha Guijarro-Berdiñas,David Esteban Martínez,1
Bertha Guijarro-Berdiñas,Julio Hernández-Castro,1
Bertha Guijarro-Berdiñas,A Coruña -Spain,1
Beatriz Pérez-Sánchez,Óscar Fontenla-Romero,1
Beatriz Pérez-Sánchez,Oscar Fontenla-Romero,4
Beatriz Pérez-Sánchez,David Martínez-Rego,1
Beatriz Pérez-Sánchez,Diego Rego-Fernández,2
Beatriz Pérez-Sánchez,Marcelo Gómez-Casal,1
Beatriz Pérez-Sánchez,Elena Hernández-Pereira,1
Sarah Jarvis,Stefan Rotter,1
Sarah Jarvis,Ulrich Egert,1
Stefan Rotter,Ulrich Egert,1
Ulrich Egert,Jan Wülfing,1
Ulrich Egert,Sreedhar Kumar,1
Ulrich Egert,Joschka Boedecker,1
B Hammer,C Bouveyron,1
B Hammer,D Nebel,1
Charles Bouveyron,Camille Brunet,1
Charles Bouveyron,Anastasios Bellas,1
Charles Bouveyron,Marie Cottrell,1
Charles Bouveyron,Jérôme Lacaille,1
Charles Bouveyron,Rawya Zreik,1
Charles Bouveyron,Pierre Latouche,2
Charles Bouveyron,Dingge Liang,1
Charles Bouveyron,Marco Corneli,2
Charles Bouveyron,Giulia Marchello,1
John Quinn,Joris Mooij,1
John Quinn,Tom Heskes,1
John Quinn,Ernest Mwebaze,1
Joris Mooij,Tom Heskes,1
Tom Heskes,Tom Claassen,1
Marc Strickert,Björn Labitzke,1
Marc Strickert,Andreas Kolb,1
Marc Strickert,Michael Seifert,1
Marc Strickert,Ali Fallah Tehrani,1
