Author,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,community
Enrique Romero,0.001145475372279496,0.00018030327042898396,0.054662612417502365,0.0004773202860889475,0.018518518518518517,10
Federico Caldart,0.001145475372279496,5.658002530288756e-05,0.0611769597659865,0.02167761515787178,0.0702098784927201,14
Laura Morán-Fernández,0.00143184421534937,2.055272308382662e-06,0.040263339543870263,0.0004731338882664212,0.044577331086873895,17
Joana Cerviño-Rabuñal,0.000572737686139748,0.00013748082052834524,0.04576152933366977,9.05584167030161e-05,0.05341665075212623,17
Ali Faisal,0.001145475372279496,0.0,0.03915325425023136,6.7067903753274625e-09,0.037037037037037035,2
Rossella Cancelliere,0.00143184421534937,5.9991716002607026e-05,0.05661867648930515,0.00017955461935038726,0.04220718646560558,5
Nils Grimmelsmann,0.000859106529209622,0.0,0.06128516096826097,0.00013670908784780403,0.037037037037037035,23
Alexey Ozerov,0.00143184421534937,0.0,0.045864500346068496,7.560387221170259e-08,0.037037037037037035,13
Isaac Fernández-Varela,0.00143184421534937,1.0937414038761538e-07,0.02965647895537038,1.5938349127336693e-06,0.05314020463497392,17
Stefan Holzer,0.000859106529209622,0.0,0.04841502027589039,5.265096200231533e-06,0.037037037037037035,2
P Lisboa,0.003150057273768614,0.0015354081226027568,0.052231881235234784,1.3535624575076764e-05,0.015095872375551406,22
Phil Weber,0.000572737686139748,0.0,0.04848276201406849,0.00010877900434761406,0.037037037037037035,18
Andrey Boytsov,0.0020045819014891182,1.1119704272740898e-07,0.032729413442386654,4.739169435526724e-07,0.03887069523735359,8
Kolja Berger,0.000572737686139748,0.000267725138142634,0.06165592528728604,0.00014854530759459097,0.0633324424695073,23
Marco Podda,0.00286368843069874,5.166776830592584e-05,0.05767415115089007,0.03334012221363868,0.03431428398576374,14
Fabian Fumagalli,0.001145475372279496,0.0,0.05157878834691092,0.00029157143095334383,0.062390389825666324,23
David Rousseau,0.001718213058419244,1.6406121058142308e-07,0.035899948209132566,5.294197046565255e-06,0.03723300839298514,17
Rania Rayyes,0.000859106529209622,0.0,0.03594836602495565,5.0284991558669215e-09,0.037037037037037035,24
Alejandro Rodríguez-Molinero,0.001718213058419244,0.0,0.048333979650515765,0.00039809452137000244,0.03703703703703704,5
Jérôme Paul,0.00143184421534937,0.0002802041257923521,0.05754006976329251,0.00022668761783248457,0.020443859628850907,13
Mehreen Saeed,0.001718213058419244,0.0005701732889082971,0.04631817940309418,0.00011528708374468516,0.04226302804970133,17
Ioannis Vlahavas,0.000572737686139748,0.0,0.04028206232440683,2.360661401013586e-06,0.037037037037037035,17
Ludovic Journaux,0.004581901489117984,9.548775703716763e-05,0.04966408200007848,0.0020840731885200963,0.026687827509872787,12
Noelia Sánchez-Maroño,0.001718213058419244,0.00024792200982128184,0.04036653076823713,0.00029886671099577756,0.029040638152792182,17
Ioana Baldini,0.000859106529209622,1.6406121058142308e-07,0.040451354204359975,2.6174567836163913e-06,0.04024593888759102,17
Stefano Moro,0.002577319587628866,0.00021716697147406824,0.06523085469023861,0.012060724575257094,0.03023266961304447,14
Jonathan Jakob,0.001145475372279496,0.0007736555676823332,0.06343945443327491,0.00015871544325338265,0.04499735600105235,9
Radoslaw Cichy,0.00143184421534937,2.343731579734615e-08,0.03527499746661382,4.409752770011073e-08,0.03799970759220323,6
Christian Emmerich,0.000572737686139748,8.719853342402637e-05,0.03595209588239755,5.030563500363968e-09,0.046663742588699,24
Mandy Lange,0.000859106529209622,9.584612170938734e-05,0.05224763270725988,1.5177373858131595e-05,0.05221997588230176,22
Antonio Sisbarra,0.000572737686139748,3.1240995623307826e-06,0.056150753543112546,0.005340083668023612,0.09134118793816556,14
Cosmin Oancea,0.000859106529209622,0.0,0.042794405349456284,2.4014133954486907e-06,0.037037037037037035,18
Brais Cancela,0.000859106529209622,0.0006247587072568004,0.046133178020842436,0.00011323508082716561,0.0632633541555982,17
Louis-Charles Caron,0.000859106529209622,0.0,0.052082714582075376,8.55894824201188e-05,0.037037037037037035,1
William Clark,0.000572737686139748,0.0,0.04001689572866931,1.1791141705966128e-06,0.037037037037037035,20
Lucas Lamata,0.000572737686139748,0.0,0.0520357861712791,0.0001148279482266271,0.046663742588699,16
Malte Schilling,0.000572737686139748,4.393228264833378e-05,0.06129600214302981,0.00013722418986244147,0.046663742588699,23
Felicitas Brokmann,0.001145475372279496,0.00010778821535199467,0.05150212546292324,3.0499496814623287e-06,0.04666374258869901,21
Niko Dalla Noce,0.000572737686139748,9.015163521449198e-05,0.06174381684150883,0.0031058188208194742,0.046663742588699,14
Robert Jenssen,0.000859106529209622,3.2267317812931652e-06,0.05357240261511248,0.0002329949858760717,0.04024593888759102,14
Dingge Liang,0.000859106529209622,0.00012026780477022548,0.04503005849441813,2.394771268948718e-06,0.04666374258869901,20
Iago Otero,0.001145475372279496,0.0,0.04033833528690891,2.3866054837161086e-06,0.037037037037037035,17
Bruno Faivre,0.001145475372279496,8.997390223636212e-05,0.04885875636132932,5.3942540694568646e-05,0.04778922728260354,12
Michael Unterreiner,0.001145475372279496,0.0,0.04887943294040732,6.810001512449945e-07,0.037037037037037035,9
Jan Lachmair,0.00143184421534937,0.0008299651566800966,0.04785337662126053,1.3969687722812468e-05,0.029461352791188954,23
B Hughes,0.002290950744558992,1.1892304691826079e-07,0.04497745328589662,2.306265103016205e-06,0.03738084794959639,22
Eric Laloy,0.000859106529209622,0.0,0.03977345042637139,1.2579421130942919e-08,0.037037037037037035,11
Nisrine Jrad,0.00143184421534937,0.0016109170266989932,0.03881553714736726,3.319599930057012e-07,0.02222222222222222,19
Bénédicte Le Grand,0.000859106529209622,0.0,0.044641368218828595,5.947775659452775e-05,0.07407407407407407,20
Rémi Souriau,0.000572737686139748,0.0,0.043906018767682145,1.1023798331020681e-07,0.037037037037037035,4
Mohammad Shamsollahi,0.001145475372279496,0.0003260443124954824,0.051144841345320664,5.806798704712362e-06,0.03976697265621857,4
A Villmann,0.001718213058419244,1.4948978711351198e-05,0.04494245137672471,3.2439302158224784e-05,0.04713849023529635,22
Juan Álvarez,0.001145475372279496,0.0,0.03788196131130945,8.171558419664649e-06,0.037037037037037035,7
Robin Tilman,0.000859106529209622,0.00011998343200521686,0.056813625203237836,0.0002495626048231076,0.048914711976508075,12
Isabelle Guyon,0.007731958762886598,0.003955029498553996,0.046423673648787175,0.00012255752143357305,0.00718624857297371,17
Karan Bhanot,0.001718213058419244,2.382168777642289e-05,0.04052231319314087,7.673077942441888e-06,0.02825729838118476,17
Lydia Boudjeloud-Assala,0.000859106529209622,0.0,0.04471049033736097,5.678574260028777e-07,0.037037037037037035,20
Guillermo Castillo-García,0.000572737686139748,0.0,0.03987873174295632,0.00018803792766467853,0.10053398579981135,17
Jelle Bakker,0.000286368843069874,0.0,0.0531288408639294,1.3692469519294612e-05,0.0,9
David Vázquez-Lema,0.000572737686139748,0.0,0.03271396337939459,4.876706144150632e-07,0.037037037037037035,17
Antonio Serrano-López,0.002290950744558992,1.3370988662385982e-06,0.03720673253672797,6.846313525016924e-05,0.047391883191443204,16
Kleanthis Malialis,0.001718213058419244,0.0002982700675986817,0.061765828897423804,0.0002218481386082383,0.04730414303774276,23
Achach Ach,0.001718213058419244,0.0006417551583266755,0.060073907786849436,6.286166267314236e-05,0.060385222941630526,9
J Almeida,0.000859106529209622,0.0,0.0520514195755667,1.2790485586661153e-05,0.037037037037037035,22
Alessandro Berti,0.001145475372279496,0.0,0.04227233135470874,0.00048014422029897123,0.06036890833138653,14
Jan Steffen,0.000859106529209622,0.0,0.04035712789594078,2.386652566036616e-07,0.037037037037037035,23
Joaquim De Moura,0.001145475372279496,0.0,0.04033833528690891,2.3866054837161086e-06,0.037037037037037035,17
Abdellah Madane,0.001145475372279496,3.2812242116284614e-08,0.045467300894180225,6.518369183557759e-07,0.04208099131377863,20
Gregoire Jaffre,0.00143184421534937,3.2812242116284614e-08,0.040132765822857026,3.321233328987013e-08,0.040063409603081995,20
T Kärkkäinen,0.00143184421534937,2.5781047377080763e-07,0.02952507669687692,5.443617950410948e-12,0.03799970759220323,24
Aya Hage Chehade,0.00143184421534937,0.0,0.031194301414705396,1.596070619851971e-10,0.037037037037037035,19
Thomas Beznik,0.000859106529209622,0.0,0.056878906781770766,0.0002351982188930984,0.037037037037037035,3
Philip Kenneweg,0.000859106529209622,1.968734526977077e-07,0.051517439802935994,0.00027120103449559095,0.03515212471435892,23
Rene Cutura,0.000859106529209622,0.0,0.04841502027589039,5.265096200231533e-06,0.037037037037037035,2
Djamel Bouchaffra,0.000859106529209622,3.2812242116284614e-08,0.040123471527854046,3.1866116896484755e-08,0.04712494559052024,20
Peter Tiňo,0.003436426116838488,0.010458777862158528,0.05728323691759754,0.005368603170509027,0.007141488846366634,18
Mateus Braga,0.0020045819014891182,5.843507085081183e-05,0.043861556976525,1.749681376024341e-07,0.03749545158711618,15
Peter Bellmann,0.000572737686139748,6.004640307280279e-05,0.02816895375291013,4.4519928897220383e-13,0.046663742588699,0
Emilio Soria-Olivas,0.004581901489117984,0.00010574291892674502,0.042113065157334414,0.000633673657950032,0.05043861092574858,16
Josh Taylor,0.000286368843069874,0.0,0.03674120455037086,1.6870376528790813e-08,0.0,23
Rémi Flamary,0.000572737686139748,0.0005862453924776037,0.04528902105797249,5.941260671038966e-07,0.046663742588699,11
Maximilian Muschalik,0.001145475372279496,0.0,0.05157878834691092,0.00029157143095334383,0.062390389825666324,23
Antônio Braga,0.004581901489117984,0.0016117558970149344,0.04459540542014769,1.59718312489763e-06,0.009512175107797565,15
Dounia Mulders,0.003436426116838488,6.580304839182075e-05,0.04962851620088048,0.004514974077615515,0.05382257170691929,12
Lydia Fischer,0.000572737686139748,0.0,0.052145417624461635,0.0002841440940701236,0.093327485177398,23
Ariel Basso Madjoukeng,0.001145475372279496,7.115911610300227e-05,0.0539981767359432,2.5259497942937388e-05,0.04297587450677256,13
Luiz Torres,0.00429553264604811,0.00218744524045663,0.05077759380342138,6.241288313834333e-06,0.012281992010322436,15
Prasanna Balaprakash,0.001145475372279496,0.00018030327042898396,0.040484437447662995,2.5353592751983735e-06,0.018518518518518517,17
Gael De Lannoy,0.000859106529209622,0.0,0.056878906781770766,0.0002351982188930984,0.037037037037037035,3
Luca Argentieri,0.000572737686139748,3.1240995623307826e-06,0.056150753543112546,0.005340083668023612,0.09134118793816556,14
Rolf Backofen,0.000572737686139748,0.0,0.05093433780898832,0.0002482736786090621,0.037037037037037035,14
S Vinga,0.000859106529209622,0.0,0.0520514195755667,1.2790485586661153e-05,0.037037037037037035,22
Jaime Cardoso,0.001145475372279496,0.0,0.0324596065681075,1.2085787148801407e-10,0.037037037037037035,24
Plamen Angelov,0.001145475372279496,0.0022626432252091204,0.05905015339375384,0.0032058460208946467,0.018518518518518517,15
Charlotte Ducuing,0.000572737686139748,7.131622808923315e-06,0.052255512006416455,0.01207413842017118,0.05341665075212623,5
Dominik Sacha,0.001718213058419244,0.0,0.05696306100847403,0.00025064423843209905,0.03703703703703704,12
Patrick Glauner,0.0020045819014891182,0.0,0.032723231666309145,4.933399203636776e-07,0.04396241710938634,8
Ghosheh Bolagh,0.001145475372279496,0.0003260443124954824,0.051144841345320664,5.806798704712362e-06,0.03976697265621857,4
Eric Severin,0.001145475372279496,1.492462743801263e-05,0.055009731721630026,2.8586322994813323e-05,0.046418778393763856,4
Yannic Lieder,0.000286368843069874,0.0,0.03594090863131911,4.828110560785882e-09,0.0,24
Carlo Dambra,0.00143184421534937,2.609764024080563e-05,0.05924197300641948,0.02336572828931072,0.04704507637111956,5
Marius Jahrens,0.000572737686139748,0.0,0.051463879416983146,2.740003555237466e-06,0.037037037037037035,21
Mauro Barni,0.000572737686139748,0.0,0.03965964291113054,9.987271971621955e-07,0.037037037037037035,6
René Natowicz,0.000859106529209622,0.0,0.039078188802813524,3.313071133358023e-08,0.037037037037037035,15
Michael Seifert,0.000286368843069874,0.0,0.04730461435010888,6.477453153826967e-07,0.0,22
Leishi Zhang,0.001718213058419244,0.0,0.05696306100847403,0.00025064423843209905,0.03703703703703704,12
Georgios Varisteas,0.00143184421534937,1.8229023397935898e-08,0.029671716057077198,2.0894980550970497e-08,0.03799970759220323,8
Madalina Olteanu,0.0040091638029782365,0.0010484527328281665,0.045828104763198985,5.818980732754875e-05,0.0072800188447059684,20
Julien Albert,0.000859106529209622,1.2763311601955101e-05,0.05402343313291979,2.6471982779516314e-05,0.04024593888759102,13
Alessio Micheli,0.009450171821305843,0.007842314452182943,0.06556410598193899,0.14343843692163868,0.01345119962605387,14
Leonardo Silvestre,0.000859106529209622,0.0,0.039078188802813524,3.313071133358023e-08,0.037037037037037035,15
Jesús Giraldo,0.001718213058419244,3.2812242116284616e-07,0.04666123082609043,0.0015244088766213633,0.03749640690593437,10
André Artelt,0.00143184421534937,2.5581143645168864e-05,0.04750566220380416,0.0006105527396834302,0.04796407492103503,23
Christine Cierco-Ayrolles,0.000572737686139748,4.429652685698422e-07,0.04525353273012244,1.757501955675394e-06,0.046663742588699,20
Claire Adam-Bourdarios,0.00143184421534937,7.18916224767785e-05,0.040493899744600624,2.7533139305831003e-06,0.039925048702535625,17
Seth Sohan,0.001145475372279496,0.0006743749113549179,0.04614546545672494,0.0001119985656045079,0.048497563643420775,17
Andrea Cossu,0.005441008018327607,0.001383743894727719,0.06421540031774417,0.025826706226870673,0.016630386837295206,14
Babak Hosseini,0.000286368843069874,0.0,0.05129626944700926,0.00026254645223121,0.0,23
Tom Claassen,0.000286368843069874,0.0,0.04365158731601757,3.234005545085454e-07,0.0,9
Mohammadmahdi Ghahramani,0.000286368843069874,0.0,0.05171735822605187,0.0014859917350828426,0.0,5
Marco Corneli,0.00143184421534937,0.0005700707800166294,0.05205923980086351,3.0996737139487104e-05,0.028136606453765766,20
Renato Socodato,0.000859106529209622,0.0,0.02944228907422445,2.5162711942524337e-12,0.037037037037037035,24
Friedhelm Schwenker,0.003436426116838488,0.0017941323836157975,0.030927017146960688,2.153629408390634e-11,0.006049249803414488,0
Afonso Lourenço,0.00143184421534937,0.0,0.0364398254405876,2.0875584827678068e-05,0.037037037037037035,8
Abou Keita,0.000859106529209622,0.0,0.03538667280581572,5.170526429416047e-10,0.037037037037037035,11
Giovanna Dimitri,0.003150057273768614,0.0021491614943505467,0.04536016495805047,4.929327477626643e-05,0.006410668080666495,6
Carolina Ferraz,0.00143184421534937,0.0,0.0364398254405876,2.0875584827678068e-05,0.037037037037037035,8
C Bouveyron,0.000572737686139748,0.0002025530955592639,0.05209054421445392,1.310150437680356e-05,0.05341665075212623,22
Andrea Ceni,0.00286368843069874,0.0007668772620377971,0.06127432362768303,0.03986439308097218,0.03587277959829937,14
